spot,x,y,tumor_hat
cosmx_bcc_spot_0000048183,-454088.65466064535,-20262.583682505192,0.9424579985484944
cosmx_bcc_spot_0000048576,-453753.7141844548,-24212.012253933768,0.8134579639611786
cosmx_bcc_spot_0000048951,-453320.9707276891,-34715.804723753834,0.746957667953283
cosmx_bcc_spot_0000048960,-453343.3878816851,-31450.95482121973,0.4614234891700877
cosmx_bcc_spot_0000048985,-453352.571327312,-22386.1836825052,0.8906498272055798
cosmx_bcc_spot_0000048987,-453237.11678185745,-21694.85640977793,0.7379872058494046
cosmx_bcc_spot_0000048989,-453279.821327312,-20959.917015838535,0.4914806440204998
cosmx_bcc_spot_0000049794,-452612.42847016914,-22032.059872981386,0.9650952147700678
cosmx_bcc_spot_0000050199,-452238.946327312,-21686.333682505192,0.9630965347012772
cosmx_bcc_spot_0000051001,-451508.5237082644,-23842.107492029005,0.8454943420213588
cosmx_bcc_spot_0000051006,-451537.8491050897,-22023.91701583853,0.9974422485820524
cosmx_bcc_spot_0000051008,-451537.21838613553,-21312.64250603461,0.786005169245012
cosmx_bcc_spot_0000051010,-451506.4134325752,-20565.53105092625,0.8662879979347939
cosmx_bcc_spot_0000051411,-451178.4821366509,-21649.52812694964,0.8358936016558753
cosmx_bcc_spot_0000051412,-451131.88607907697,-21335.678920600432,0.9946089677611124
cosmx_bcc_spot_0000052221,-450435.4071971393,-20944.983682505193,0.9590591503911268
cosmx_bcc_spot_0000054241,-448621.84053047263,-20966.217015838527,0.99528702591287
cosmx_bcc_spot_0000054643,-448235.15265168453,-21651.67459159611,0.5759516381809047
cosmx_bcc_spot_0000054644,-448233.08088134974,-21306.636314084142,0.9773716046495244
cosmx_bcc_spot_0000055047,-447894.3571971392,-21638.5836825052,0.7365431675139983
cosmx_bcc_spot_0000055448,-447598.7738638057,-22710.5836825052,2.510185436549462e-06
cosmx_bcc_spot_0000055455,-447587.2738638057,-20306.91701583853,0.008855683258332
cosmx_bcc_spot_0000055853,-447155.40719713905,-22433.3836825052,0.0533708141504279
cosmx_bcc_spot_0000063692,-440230.29370047187,36687.608601648826,0.7242587924359404
cosmx_bcc_spot_0000063693,-440295.6783158564,37011.703624273265,0.3585702549558304
cosmx_bcc_spot_0000064497,-439558.2437004718,35569.89977811942,0.821084121312732
cosmx_bcc_spot_0000064900,-439209.3603671386,35249.14977811941,0.8139289790071749
cosmx_bcc_spot_0000064901,-439191.96036713856,35586.683111452745,0.9024208835053836
cosmx_bcc_spot_0000064997,-439201.83390891063,70329.25145561482,0.0414211037586947
cosmx_bcc_spot_0000065002,-439189.88152795826,72214.7435191069,0.2879623824301306
cosmx_bcc_spot_0000065290,-438926.5956619446,30109.3856479469,0.1133266411778785
cosmx_bcc_spot_0000065307,-438840.7147531034,36269.97083075099,0.936067247701774
cosmx_bcc_spot_0000065398,-438827.55185762857,69289.4138487772,1.3140544663652182e-10
cosmx_bcc_spot_0000065405,-438855.06724224397,71778.6292333926,0.3129597018439359
cosmx_bcc_spot_0000065683,-438521.74533606454,26210.033282480294,1.0643033565397624e-11
cosmx_bcc_spot_0000065689,-438485.81256295525,28323.192946345836,1.827670645856671e-15
cosmx_bcc_spot_0000065697,-438483.02197773417,31210.16459531533,0.2597176720823906
cosmx_bcc_spot_0000065700,-438456.99566194473,32304.58564794691,0.7922513849685796
cosmx_bcc_spot_0000065738,-438456.67341058387,46063.599620107314,1.900428798595496e-15
cosmx_bcc_spot_0000065801,-438476.27835335507,68877.69590005926,0.2327941225969835
cosmx_bcc_spot_0000066101,-438090.6067730557,31226.418981280243,0.6488102122166939
cosmx_bcc_spot_0000066102,-438126.70618826046,31579.58564794691,0.7549048377909463
cosmx_bcc_spot_0000066103,-438115.8956619445,31944.035647946912,0.8544918047843034
cosmx_bcc_spot_0000066117,-438143.7054651777,37030.66742517824,0.9395091504509586
cosmx_bcc_spot_0000066122,-438073.23291822337,38810.680574958555,1.6420177257435578e-15
cosmx_bcc_spot_0000066136,-438098.9472201077,43904.48057248827,4.4623509321260034e-10
cosmx_bcc_spot_0000066245,-437996.15771832305,83350.6198911163,4.6232146475332136e-11
cosmx_bcc_spot_0000066510,-437759.5609392347,33027.43524015244,0.5672006005837582
cosmx_bcc_spot_0000066522,-437768.19958489016,37374.3139082919,0.970811226479935
cosmx_bcc_spot_0000066523,-437755.11011120596,37736.46127671296,0.7692467527133104
cosmx_bcc_spot_0000066524,-437739.60228759254,38092.35174612975,0.97984526291288
cosmx_bcc_spot_0000066611,-437739.64092645445,69614.7134439189,0.7919351682513828
cosmx_bcc_spot_0000066618,-437746.66724224394,72133.5292333926,1.782574740331436e-15
cosmx_bcc_spot_0000066934,-437374.26995526033,40268.513908291905,0.8464957707072452
cosmx_bcc_spot_0000066941,-437419.1972201077,42877.8139058216,3.7850837955646043e-13
cosmx_bcc_spot_0000066945,-437456.8463429149,44258.05074792688,0.6162815966620626
cosmx_bcc_spot_0000067012,-437393.7826268593,68496.87538723875,4.00406201910261e-09
cosmx_bcc_spot_0000067033,-437373.4352949673,76100.89312865613,0.0570242432095134
cosmx_bcc_spot_0000067034,-437448.07021560223,76529.90900167203,8.814540855929697e-16
cosmx_bcc_spot_0000067061,-437432.6160516564,86285.7310022274,1.0408662795686808e-10
